at_buy_boolean	at_freq_buy	at_freq_last24_buy	at_freq_last24_sv	at_freq_last24_sv_int_buy	at_freq_sv	at_freq_sv_int_buy	at_interval_buy	at_interval_sv	at_interval_sv_int_buy	expected_time_buy	expected_time_sv	expected_time_sv_int_buy	last_buy	last_sv	last_sv_int_buy	multiple_buy	multiple_sv	multiple_sv_int_buy	uniq_content_links	num_checkins	y_buy
0	0	0	0	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0	26	206	0
0	0	0	0	0	2	0	0	3.958333	0	0	-161.5957	0	0	163	0	0	1	0	67	321	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	30	0	0	0	0	15	183	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	37	491	0
0	0	0	0	0	2	0	0	17.83333	0	0	-66.12279	0	0	75	0	0	1	0	22	109	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	52	0	0	0	0	124	698	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	146	0	0	0	0	206	8234	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	66	0	0	0	0	87	585	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	53	0	0	0	0	110	354	0
0	0	0	0	0	3	0	0	26.77083	0	0	-96.89964	0	0	114	0	0	1	0	69	734	0
0	0	0	0	0	2	0	0	.375	0	0	-1.345821	0	0	1	0	0	1	0	-1	359	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	37	0	0	0	0	31	73	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	120	152	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	26	0	0	0	0	12	51	0
0	0	0	0	0	3	0	0	5.708333	0	0	-13.23332	0	0	17	0	0	1	0	14	50	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	87	0	0	0	0	84	510	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	97	0	0	0	0	106	451	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	92	0	0	0	0	96	436	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	98	0	0	0	0	10	52	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	77	0	0	0	0	57	189	0
0	0	0	0	0	2	0	0	.0416667	0	0	-55.91903	0	0	55	0	0	1	0	88	302	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	140	0	0	0	0	14	46	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	161	0	0	0	0	79	1968	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	164	0	0	0	0	165	288	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	92	0	0	0	0	67	157	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	172	0	0	0	0	173	1814	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	182	0	0	0	0	177	614	0
0	0	0	0	0	3	0	0	84.375	0	0	49.08807	0	0	7	0	0	1	0	155	3167	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	38	0	0	0	0	145	735	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	44	0	0	0	0	159	1684	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	21	0	0	0	0	22	118	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	23	0	0	0	0	43	413	0
0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	99	0
0	0	0	0	0	8	0	0	9.023809	0	0	-8.645671	0	0	16	0	0	1	0	0	712	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	45	0	0	0	0	27	236	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	33	55	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	94	0	0	0	0	172	352	0
1	1	0	0	0	3	3	0	.4375	.4375	0	-.7703708	-.7703708	1	1	1	0	1	1	101	395	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	152	0	0	0	0	72	101	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	12	0	0	0	0	115	284	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	22	0	0	0	0	135	821	0
0	0	0	0	0	3	0	0	15.41667	0	0	-9.89163	0	0	20	0	0	1	0	37	171	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0	25	96	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	46	0	0	0	0	99	320	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	169	815	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	134	0	0	0	0	15	98	0
0	0	0	1	0	2	0	0	27.29167	0	0	12.97609	0	0	0	0	0	1	0	125	1017	0
0	0	0	0	0	2	0	0	26.08333	0	0	-45.22265	0	0	58	0	0	1	0	0	345	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	138	0	0	0	0	175	1999	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	168	0	0	0	0	164	1163	0
0	0	0	0	0	2	0	0	2.833333	0	0	-84.58539	0	0	86	0	0	1	0	174	1538	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	33	0	0	0	0	110	1309	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	36	0	0	0	0	174	1357	0
0	0	0	0	0	2	0	0	18.83333	0	0	1.650208	0	0	7	0	0	1	0	26	185	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	86	0	0	0	0	171	1066	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	118	0	0	0	0	115	2569	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	9	491	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	44	126	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	170	0	0	0	0	187	1452	0
0	0	0	0	0	2	0	0	92.75	0	0	43.58767	0	0	2	0	0	1	0	133	6588	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	14	0	0	0	0	22	95	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	44	0	0	0	0	138	192	0
0	0	0	0	0	5	0	0	1.979167	0	0	-45.52714	0	0	47	0	0	1	0	164	253	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	178	0	0	0	0	79	520	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	81	0	0	0	0	1	9	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	21	0	0	0	0	81	162	0
0	0	0	0	0	3	0	0	3.0625	0	0	-8.559408	0	0	10	0	0	1	0	130	496	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	52	0	0	0	0	94	1362	0
0	0	0	0	0	2	0	0	8.958333	0	0	-58.69824	0	0	63	0	0	1	0	81	256	0
0	0	0	0	0	2	0	0	9.083333	0	0	2.575404	0	0	1	0	0	1	0	5	326	0
0	0	0	0	0	3	0	0	40.58333	0	0	-55.13412	0	0	82	0	0	1	0	25	50	0
0	0	0	0	0	2	0	0	1.958333	0	0	-45.89526	0	0	46	0	0	1	0	52	375	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	126	184	0
0	0	0	0	0	2	0	0	3.083333	0	0	-85.97951	0	0	87	0	0	1	0	34	116	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	181	0	0	0	0	151	371	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	128	0	0	0	0	170	594	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	22	0	0	0	0	43	100	0
1	1	0	0	0	2	2	0	1.083333	1.083333	0	-34.03693	-34.03693	35	34	34	0	1	1	0	1775	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	-1	364	0
0	0	0	0	0	2	0	0	22.66667	0	0	7.377708	0	0	3	0	0	1	0	184	1184	0
0	0	0	0	0	3	0	0	59.0625	0	0	10.56077	0	0	28	0	0	1	0	83	344	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	102	381	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	143	398	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	68	0	0	0	0	20	102	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	112	0	0	0	0	180	636	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	166	0	0	0	0	79	743	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	39	0	0	0	0	43	109	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	154	0	0	0	0	166	913	0
0	0	0	0	0	5	0	0	19.75	0	0	-13.11425	0	0	28	0	0	1	0	115	3855	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	63	0	0	0	0	63	536	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	42	0	0	0	0	51	99	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	22	0	0	0	0	76	175	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	184	0	0	0	0	130	301	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	63	108	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	33	0	0	0	0	123	709	0
0	0	0	0	0	4	0	0	7.986111	0	0	-29.09302	0	0	35	0	0	1	0	187	465	0
1	1	0	0	0	4	4	0	9.486111	9.486111	0	3.196425	3.196425	3	3	3	0	1	1	148	2918	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	89	0	0	0	0	69	258	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	135	0	0	0	0	181	5374	0
0	0	0	0	0	2	0	0	67	0	0	-76.97906	0	0	110	0	0	1	0	111	908	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	24	0	0	0	0	22	46	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	137	0	0	0	0	154	348	0
1	1	0	0	0	1	1	0	0	0	0	0	0	79	79	79	0	0	0	5	118	0
0	0	0	0	0	4	0	0	19.33333	0	0	-17.5754	0	0	32	0	0	1	0	155	970	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	88	0	0	0	0	9	85	0
0	0	0	0	0	2	0	0	.0416667	0	0	-160.0011	0	0	160	0	0	1	0	177	1374	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	12	0	0	0	0	3	36	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	54	0	0	0	0	5	52	0
0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	127	1276	0
0	0	0	0	0	2	0	0	1.416667	0	0	-36.05544	0	0	36	0	0	1	0	57	155	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	45	0	0	0	0	95	132	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	52	0	0	0	0	0	510	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	124	0	0	0	0	101	449	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	100	0	0	0	0	101	361	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	97	0	0	0	0	25	204	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	14	0	0	0	0	152	305	0
0	0	0	0	0	2	0	0	4	0	0	-3.318346	0	0	5	0	0	1	0	15	42	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	15	0	0	0	0	7	100	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	12	0	0	0	0	-1	414	0
0	0	0	0	0	3	0	0	6.083333	0	0	2.117406	0	0	1	0	0	1	0	-1	792	0
0	0	0	0	0	2	0	0	70.25	0	0	19.21215	0	0	15	0	0	1	0	118	244	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	56	0	0	0	0	-1	1663	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	97	0	0	0	0	190	826	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	180	1084	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	172	0	0	0	0	159	883	0
1	1	0	0	0	2	2	0	.5416667	.5416667	0	-59.03211	-59.03211	59	59	59	0	1	1	39	947	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	38	0	0	0	0	23	82	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	166	0	0	0	0	167	424	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	114	0	0	0	0	14	65	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	80	0	0	0	0	72	288	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	16	0	0	0	0	10	96	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	91	0	0	0	0	135	219	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	43	0	0	0	0	7	21	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	130	0	0	0	0	45	85	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	84	0	0	0	0	174	2872	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	96	0	0	0	0	162	1183	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	46	0	0	0	0	148	228	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	33	0	0	0	0	185	1405	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	177	1356	0
1	1	0	0	0	2	2	0	24.625	24.625	0	9.345117	9.345117	27	2	2	0	1	1	92	243	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	70	0	0	0	0	97	778	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	147	0	0	0	0	80	183	0
0	0	0	0	0	2	0	0	68.04166	0	0	16.31992	0	0	17	0	0	1	0	63	211	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	-1	691	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	15	0	0	0	0	59	81	0
0	0	0	0	0	2	0	0	93.375	0	0	-11.26192	0	0	57	0	0	1	0	155	8396	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	60	0	0	0	0	144	377	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	20	0	0	0	0	152	601	0
1	1	0	0	0	1	1	0	0	0	0	0	0	160	160	160	0	0	0	11	43	0
0	0	0	0	0	2	0	0	.125	0	0	-152.7635	0	0	152	0	0	1	0	75	268	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	138	0	0	0	0	139	334	0
0	0	0	0	0	2	0	0	2	0	0	-39.78109	0	0	40	0	0	1	0	105	368	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	32	0	0	0	0	26	142	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	58	0	0	0	0	14	76	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	114	0	0	0	0	174	1545	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	0	0	0	0	52	595	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	98	0	0	0	0	44	109	0
0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	24	0
0	0	0	0	0	2	0	0	.0416667	0	0	-22.00784	0	0	22	0	0	1	0	36	88	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	29	0	0	0	0	170	533	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	20	0	0	0	0	27	139	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	80	0	0	0	0	145	3975	0
1	1	1	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	141	713	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	16	0	0	0	0	9	34	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	117	0	0	0	0	78	669	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	182	0	0	0	0	175	378	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	175	0	0	0	0	67	252	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	120	0	0	0	0	164	3140	0
0	0	0	0	0	3	0	0	19.47917	0	0	-122.0352	0	0	135	0	0	1	0	32	339	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	52	0	0	0	0	132	188	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	165	0	0	0	0	24	40	0
0	0	0	0	0	2	0	0	72.20834	0	0	-50.1789	0	0	86	0	0	1	0	171	1399	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	28	0	0	0	0	101	218	0
0	0	0	0	0	2	0	0	.0416667	0	0	-2.232487	0	0	2	0	0	1	0	43	207	0
0	0	0	0	0	2	0	0	14.83333	0	0	-120.5602	0	0	127	0	0	1	0	190	844	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	3	19	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	49	0	0	0	0	164	606	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	110	0	0	0	0	86	567	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	72	0	0	0	0	193	1120	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	137	0	0	0	0	22	133	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	166	0	0	0	0	1	16	0
0	0	0	0	0	2	0	0	2.916667	0	0	-71.00616	0	0	72	0	0	1	0	175	801	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	26	0	0	0	0	4	48	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	-1	14	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	30	0	0	0	0	130	705	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	155	0	0	0	0	144	1074	0
0	0	0	0	0	2	0	0	19.08333	0	0	.7719917	0	0	8	0	0	1	0	7	87	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	7	49	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	48	217	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	21	85	0
0	0	0	0	0	2	0	0	.0833333	0	0	-4.065508	0	0	4	0	0	1	0	48	116	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	131	890	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	35	0	0	0	0	91	4290	0
0	0	0	0	0	2	0	0	12.66667	0	0	-.6122917	0	0	6	0	0	1	0	27	85	0
0	0	0	0	0	9	0	0	8.770833	0	0	1.248725	0	0	6	0	0	1	0	158	1609	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	168	0	0	0	0	21	91	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	39	0	0	0	0	174	951	0
1	2	0	0	0	11	11	36.04167	17.46667	17.46667	2.187187	8.670142	8.670142	15	7	7	1	1	1	189	1008	1
0	0	0	0	0	1	0	0	0	0	0	0	0	0	93	0	0	0	0	158	631	0
0	0	0	0	0	2	0	0	26.25	0	0	-112.6466	0	0	125	0	0	1	0	69	306	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	109	0	0	0	0	24	437	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	124	0	0	0	0	170	1354	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	0	0	0	0	57	185	0
0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	124	186	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	12	0	0	0	0	15	44	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	148	0	0	0	0	58	184	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	163	0	0	0	0	175	1999	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	11	69	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	41	0	0	0	0	72	238	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	75	0	0	0	0	25	74	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0	9	33	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	43	0	0	0	0	170	672	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	40	0	0	0	0	70	208	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3	57	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	35	0	0	0	0	25	50	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	18	0	0	0	0	83	161	0
0	0	0	0	0	3	0	0	8.541667	0	0	-32.97184	0	0	38	0	0	1	0	63	479	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	39	0	0	0	0	46	157	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	30	0	0	0	0	78	199	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	92	0	0	0	0	118	318	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	158	0	0	0	0	62	986	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	108	0	0	0	0	168	1622	0
0	0	0	0	0	2	0	0	1	0	0	-72.36922	0	0	72	0	0	1	0	122	525	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	81	194	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	93	227	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	52	0	0	0	0	116	594	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	173	0	0	0	0	98	383	0
0	0	0	0	0	2	0	0	44.83333	0	0	-45.86637	0	0	68	0	0	1	0	77	325	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	78	0	0	0	0	169	1169	0
1	1	0	0	0	3	3	0	4.979167	4.979167	0	-74.80238	-74.80238	85	78	78	0	1	1	177	1003	0
0	0	0	0	0	4	0	0	20.20833	0	0	-47.37135	0	0	62	0	0	1	0	161	2522	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	45	0	0	0	0	178	799	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	52	0	0	0	0	28	108	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	14	0	0	0	0	8	16	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	40	0	0	0	0	124	243	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	154	0	0	0	0	27	274	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	103	0	0	0	0	53	114	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	40	0	0	0	0	77	442	0
0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29	145	0
0	0	0	0	0	3	0	0	3.125	0	0	-2.848567	0	0	4	0	0	1	0	15	59	0
0	0	0	0	0	3	0	0	63.91667	0	0	-.5025806	0	0	43	0	0	1	0	169	1005	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	124	0	0	0	0	117	217	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	50	0	0	0	0	35	90	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	17	60	0
0	0	0	0	0	2	0	0	25.54167	0	0	-16.69888	0	0	29	0	0	1	0	45	148	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	130	0	0	0	0	105	278	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	12	0	0	0	0	9	100	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	54	0	0	0	0	181	4318	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	40	95	0
1	1	0	0	0	8	8	0	10.10119	10.10119	0	-32.27707	-32.27707	41	41	41	0	1	1	162	2347	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	18	0	0	0	0	178	2340	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	51	0	0	0	0	102	191	0
0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	51	433	0
0	0	0	0	0	1	0	0	0	0	0	0	0	0	84	0	0	0	0	90	453	0
0	0	0	0	0	3	0	0	57.9375	0	0	3.837013	0	0	34	0	0	1	0	0	201	0
